Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
52.46,36.5,109.4453,2.9985
52.48,36.5,109.4087,2.9975
52.5,36.5,109.4087,2.9975
52.52,36.5,109.4453,2.9985
52.54,36.5,109.4453,2.9985
52.56,36.5,109.4453,2.9985
52.58,36.5,109.4453,2.9985
52.6,36.5,109.4087,2.9975
52.62,36.5,109.4087,2.9975
52.64,36.5,109.4453,2.9985
52.66,36.5,109.4087,2.9975
52.68,36.5,109.4087,2.9975
52.7,45,134.9325,2.9985
52.72,45,134.9325,2.9985
52.74,45,134.9325,2.9985
52.76,45,134.955,2.999
52.78,45,134.9325,2.9985
52.8,45,134.955,2.999
52.82,45,134.9325,2.9985
52.84,45,134.9325,2.9985
52.86,45,134.955,2.999
52.88,48,143.952,2.999
52.9,48.5,145.4273,2.9985
52.92,48.5,145.4273,2.9985
52.94,48.5,145.3788,2.9975
52.96,48.5,145.4273,2.9985
52.98,48.5,145.4273,2.9985
53,48.5,145.3788,2.9975
53.02,49,146.8775,2.9975
53.04,48.5,145.3788,2.9975
53.06,48.5,145.4515,2.999
53.08,48.5,145.4273,2.9985
53.1,48.5,145.4515,2.999
53.12,49,146.9265,2.9985
53.14,48.5,145.3788,2.9975
53.16,48.5,145.3788,2.9975
53.18,48.5,145.4273,2.9985
53.2,48.5,145.4273,2.9985
53.22,48.5,145.3788,2.9975
53.24,48.5,145.4515,2.999
53.26,48.5,145.3788,2.9975
53.28,48.5,145.4273,2.9985
53.3,49,146.9265,2.9985
53.32,48.5,145.4273,2.9985
53.34,48.5,145.3788,2.9975
53.36,48.5,145.3788,2.9975
53.38,48.5,145.4515,2.999
53.4,48.5,145.4515,2.999
53.42,48.5,145.4273,2.9985
53.44,48.5,145.4515,2.999
53.46,48.5,145.4273,2.9985
53.48,48.5,145.4273,2.9985
53.5,48.5,145.4273,2.9985
53.52,48,143.88,2.9975
53.54,48.5,145.4273,2.9985
53.56,48.5,145.3788,2.9975
53.58,48.5,145.4273,2.9985
53.6,48.5,145.4273,2.9985
53.62,48.5,145.4273,2.9985
53.64,48.5,145.4273,2.9985
53.66,48.5,145.4515,2.999
53.68,48.5,145.4273,2.9985
53.7,40.5,121.4393,2.9985
53.72,41,122.959,2.999
53.74,41,122.9385,2.9985
53.76,41,122.959,2.999
53.78,41,122.9385,2.9985
53.8,41,122.9385,2.9985
53.82,41,122.8975,2.9975
53.84,41,122.9385,2.9985
53.86,41,122.9385,2.9985
53.88,41,122.959,2.999
53.9,41,122.8975,2.9975
53.92,41.5,124.4378,2.9985
53.94,41,122.9385,2.9985
53.96,41,122.9385,2.9985
53.98,41,122.9385,2.9985
54,41,122.9385,2.9985
54.02,41,122.9385,2.9985
54.04,41,122.9385,2.9985
54.06,41,122.9385,2.9985
54.08,41,122.959,2.999
54.1,41,122.9385,2.9985
54.12,41,122.9385,2.9985
54.14,41,122.9385,2.9985
54.16,41,122.959,2.999
54.18,41,122.9385,2.9985
54.2,41,122.9385,2.9985
54.22,38.5,115.4423,2.9985
54.24,38,113.943,2.9985
54.26,38,113.943,2.9985
54.28,38,113.943,2.9985
54.3,38.5,115.4037,2.9975
54.32,38,113.905,2.9975
54.34,38,113.943,2.9985
54.36,38,113.905,2.9975
54.38,38,113.943,2.9985
54.4,38,113.943,2.9985
54.42,38.5,115.4423,2.9985
54.44,38,113.943,2.9985
54.46,38,113.943,2.9985
54.48,38,113.943,2.9985
54.5,38,113.943,2.9985
54.52,38,113.905,2.9975
54.54,38,113.905,2.9975
54.56,38,113.943,2.9985
54.58,38,113.943,2.9985
54.6,38,113.962,2.999
54.62,38,113.962,2.999
54.64,38,113.943,2.9985
54.66,38,113.943,2.9985
54.68,38,113.962,2.999
54.7,46.5,139.4535,2.999
54.72,46.5,139.4303,2.9985
54.74,46.5,139.3837,2.9975
54.76,46.5,139.4303,2.9985
54.78,46.5,139.4303,2.9985
54.8,47,140.953,2.999
54.82,47,140.9295,2.9985
54.84,47,140.9295,2.9985
54.86,47,140.9295,2.9985
54.88,46.5,139.4303,2.9985
54.9,47,140.953,2.999
54.92,47,140.9295,2.9985
54.94,46.5,139.4303,2.9985
54.96,46.5,139.4303,2.9985
54.98,46.5,139.4535,2.999
55,46,137.931,2.9985
55.02,47,140.9295,2.9985
55.04,46.5,139.4303,2.9985
55.06,46.5,139.4303,2.9985
55.08,47,140.8825,2.9975
55.1,47,140.9295,2.9985
55.12,47,140.953,2.999
55.14,46.5,139.4303,2.9985
55.16,46.5,139.4303,2.9985
55.18,46,137.931,2.9985
55.2,47,140.9295,2.9985
55.22,47,140.9295,2.9985
55.24,46.5,139.4535,2.999
55.26,46.5,139.4303,2.9985
55.28,46.5,139.4535,2.999
55.3,47,140.953,2.999
55.32,47,140.953,2.999
55.34,47,140.9765,2.9995
55.36,46.5,139.4303,2.9985
55.38,46.5,139.4303,2.9985
55.4,46.5,139.4303,2.9985
55.42,46.5,139.4303,2.9985
55.44,46.5,139.3837,2.9975
55.46,46.5,139.3837,2.9975
55.48,46.5,139.4303,2.9985
55.5,47,140.953,2.999
55.52,46.5,139.4303,2.9985
55.54,46.5,139.3837,2.9975
55.56,49.5,148.4258,2.9985
55.58,49,146.9265,2.9985
55.6,49.5,148.4258,2.9985
55.62,49.5,148.4258,2.9985
55.64,49.5,148.3763,2.9975
55.66,49.5,148.3763,2.9975
55.68,49.5,148.4505,2.999
55.7,40.5,121.4393,2.9985
55.72,41,122.959,2.999
55.74,40.5,121.4393,2.9985
55.76,40.5,121.3785,2.997
55.78,40.5,121.4595,2.999
55.8,41,122.959,2.999
55.82,41,122.8975,2.9975
55.84,40.5,121.3988,2.9975
55.86,41,122.9385,2.9985
55.88,41,122.9385,2.9985
55.9,41,122.9385,2.9985
55.92,40.5,121.3785,2.997
55.94,40.5,121.4393,2.9985
55.96,40.5,121.3988,2.9975
55.98,40.5,121.4393,2.9985
56,41,122.8975,2.9975
56.02,41,122.9385,2.9985
56.04,40.5,121.4393,2.9985
56.06,40.5,121.3988,2.9975
56.08,40.5,121.4393,2.9985
56.1,40.5,121.3988,2.9975
56.12,41,122.9385,2.9985
56.14,40.5,121.4393,2.9985
56.16,40.5,121.4393,2.9985
56.18,40.5,121.4393,2.9985
56.2,40.5,121.4393,2.9985
56.22,41,122.9385,2.9985
56.24,40.5,121.4393,2.9985
56.26,40.5,121.4393,2.9985
56.28,40.5,121.3988,2.9975
56.3,41,122.9385,2.9985
56.32,40.5,121.4595,2.999
56.34,40.5,121.4393,2.9985
56.36,40.5,121.3988,2.9975
56.38,40.5,121.3988,2.9975
56.4,41,122.8975,2.9975
56.42,41,122.9385,2.9985
56.44,40.5,121.3988,2.9975
56.46,40.5,121.4393,2.9985
56.48,40,119.94,2.9985
56.5,41,122.9385,2.9985
56.52,41,122.9385,2.9985
56.54,40.5,121.4595,2.999
56.56,40.5,121.4595,2.999
56.58,40,119.94,2.9985
56.6,40,119.94,2.9985
56.62,40,119.94,2.9985
56.64,40,119.9,2.9975
56.66,39.5,118.4012,2.9975
56.68,40,119.94,2.9985
56.7,48.5,145.4273,2.9985
56.72,48.5,145.4515,2.999
56.74,48.5,145.4273,2.9985
56.76,48.5,145.4273,2.9985
56.78,48.5,145.4273,2.9985
56.8,48.5,145.3788,2.9975
56.82,49,146.9265,2.9985
56.84,48.5,145.4273,2.9985
56.86,48.5,145.4273,2.9985
56.88,48.5,145.4273,2.9985
56.9,49,146.951,2.999
56.92,48.5,145.4273,2.9985
56.94,48.5,145.4273,2.9985
56.96,48.5,145.4273,2.9985
56.98,48.5,145.4273,2.9985
57,49,146.9265,2.9985
57.02,48.5,145.4515,2.999
57.04,48.5,145.4515,2.999
57.06,48.5,145.4273,2.9985
57.08,48.5,145.4273,2.9985
57.1,49,146.9265,2.9985
57.12,49,146.9265,2.9985
57.14,48.5,145.4273,2.9985
57.16,48.5,145.4273,2.9985
57.18,48.5,145.3788,2.9975
57.2,48.5,145.4273,2.9985
57.22,49,146.8775,2.9975
57.24,49,146.951,2.999
57.26,49,146.853,2.997
57.28,49,146.9265,2.9985
57.3,49,146.951,2.999
57.32,49,146.951,2.999
57.34,49,146.951,2.999
57.36,48.5,145.3788,2.9975
57.38,48.5,145.4273,2.9985
57.4,49,146.9265,2.9985
57.42,49,146.9265,2.9985
57.44,49,146.9265,2.9985
57.46,49,146.9265,2.9985
57.48,49,146.9265,2.9985
57.5,49,146.8775,2.9975
57.52,49,146.9265,2.9985
57.54,48.5,145.4273,2.9985
57.56,49,146.9265,2.9985
57.58,49,146.9265,2.9985
57.6,49,146.9265,2.9985
57.62,49,146.8775,2.9975
57.64,48.5,145.4273,2.9985
57.66,48.5,145.4273,2.9985
57.68,48.5,145.4273,2.9985
57.7,40,119.94,2.9985
57.72,40,119.94,2.9985
57.74,40,119.94,2.9985
57.76,37.5,112.4062,2.9975
57.78,38,113.905,2.9975
57.8,38,113.962,2.999
57.82,38,113.943,2.9985
57.84,38,113.905,2.9975
57.86,38,113.943,2.9985
57.88,38,113.943,2.9985
57.9,38,113.943,2.9985
57.92,38,113.905,2.9975
57.94,38,113.905,2.9975
57.96,37.5,112.4438,2.9985
57.98,38,113.905,2.9975
58,38,113.962,2.999
58.02,38,113.943,2.9985
58.04,38,113.905,2.9975
58.06,38,113.943,2.9985
58.08,38,113.943,2.9985
58.1,38,113.943,2.9985
58.12,38,113.943,2.9985
58.14,37,110.9445,2.9985
58.16,38,113.943,2.9985
58.18,38,113.943,2.9985
58.2,38,113.943,2.9985
58.22,38,113.943,2.9985
58.24,38,113.943,2.9985
58.26,38,113.943,2.9985
58.28,38,113.962,2.999
58.3,38.5,115.4423,2.9985
58.32,38,113.943,2.9985
58.34,38,113.905,2.9975
58.36,38,113.943,2.9985
58.38,38,113.943,2.9985
58.4,38,113.943,2.9985
58.42,38,113.943,2.9985
58.44,38,113.962,2.999
58.46,38,113.905,2.9975
58.48,38,113.943,2.9985
58.5,38,113.943,2.9985
58.52,38,113.943,2.9985
58.54,38,113.905,2.9975
58.56,38,113.905,2.9975
58.58,38,113.943,2.9985
58.6,38,113.905,2.9975
58.62,38,113.943,2.9985
58.64,38,113.943,2.9985
58.66,38,113.962,2.999
58.68,38,113.905,2.9975
58.7,46.5,139.4303,2.9985
58.72,46.5,139.4303,2.9985
58.74,46,137.954,2.999
58.76,46.5,139.4303,2.9985
58.78,46.5,139.4303,2.9985
58.8,46.5,139.4303,2.9985
58.82,46.5,139.4303,2.9985
58.84,46.5,139.4303,2.9985
58.86,46.5,139.4303,2.9985
58.88,46.5,139.4535,2.999
58.9,46.5,139.4535,2.999
58.92,46.5,139.3837,2.9975
58.94,46,137.931,2.9985
58.96,46.5,139.4303,2.9985
58.98,46.5,139.4303,2.9985
59,46.5,139.4303,2.9985
59.02,46.5,139.3837,2.9975
59.04,46.5,139.4535,2.999
59.06,46.5,139.3837,2.9975
59.08,46.5,139.4303,2.9985
59.1,49.5,148.4505,2.999
59.12,49,146.9265,2.9985
59.14,49,146.9265,2.9985
59.16,49,146.9265,2.9985
59.18,49,146.951,2.999
59.2,49.5,148.3763,2.9975
59.22,49,146.8775,2.9975
59.24,49,146.9265,2.9985
59.26,49,146.9265,2.9985
59.28,49,146.951,2.999
59.3,49.5,148.4258,2.9985
59.32,49,146.9265,2.9985
59.34,49,146.9265,2.9985
59.36,49,146.9265,2.9985
59.38,49,146.951,2.999
59.4,49.5,148.4258,2.9985
59.42,49.5,148.4258,2.9985
59.44,48,143.928,2.9985
59.46,49,146.951,2.999
59.48,49,146.9265,2.9985
59.5,49.5,148.4505,2.999
59.52,49.5,148.4258,2.9985
59.54,49,146.951,2.999
59.56,49,146.951,2.999
59.58,49,146.9265,2.9985
59.6,49,146.9265,2.9985
59.62,48,143.928,2.9985
59.64,49,146.9265,2.9985
59.66,49,146.9265,2.9985
59.68,49,146.9265,2.9985
59.7,41,122.9385,2.9985
59.72,41,122.959,2.999
59.74,40.5,121.4595,2.999
59.76,40.5,121.4393,2.9985
59.78,40.5,121.4393,2.9985
59.8,41,122.9385,2.9985
59.82,40.5,121.3988,2.9975
59.84,40.5,121.4393,2.9985
59.86,40.5,121.4393,2.9985
59.88,40.5,121.4393,2.9985
59.9,41,122.9385,2.9985
59.92,40.5,121.4393,2.9985
59.94,40.5,121.4393,2.9985
59.96,40.5,121.4595,2.999
59.98,40.5,121.4393,2.9985
60,40.5,121.3988,2.9975
60.02,41,122.9385,2.9985
60.04,40.5,121.4393,2.9985
60.06,40.5,121.4393,2.9985
60.08,40.5,121.3988,2.9975
60.1,40.5,121.4393,2.9985
60.12,40.5,121.4393,2.9985
60.14,40.5,121.4595,2.999
60.16,40.5,121.4595,2.999
60.18,40.5,121.4595,2.999
60.2,41,122.9385,2.9985
60.22,41,122.8975,2.9975
60.24,40.5,121.4393,2.9985
60.26,40.5,121.3988,2.9975
60.28,40.5,121.3988,2.9975
60.3,40.5,121.4595,2.999
60.32,40.5,121.4595,2.999
60.34,40.5,121.3988,2.9975
60.36,40.5,121.4595,2.999
60.38,40.5,121.4393,2.9985
60.4,41,122.959,2.999
60.42,40.5,121.3988,2.9975
60.44,38,113.943,2.9985
60.46,38,113.943,2.9985
60.48,38,113.905,2.9975
60.5,38,113.943,2.9985
60.52,38,113.943,2.9985
60.54,38,113.943,2.9985
60.56,38,113.905,2.9975
60.58,38,113.943,2.9985
60.6,38,113.905,2.9975
60.62,38,113.943,2.9985
60.64,38,113.962,2.999
60.66,38,113.943,2.9985
60.68,38,113.962,2.999
60.7,46.5,139.3837,2.9975
60.72,46.5,139.3837,2.9975
60.74,46,137.931,2.9985
60.76,46,137.931,2.9985
60.78,46.5,139.4303,2.9985
60.8,46.5,139.4303,2.9985
60.82,46,137.885,2.9975
60.84,46.5,139.4535,2.999
60.86,46.5,139.4303,2.9985
60.88,46,137.931,2.9985
60.9,46,137.931,2.9985
60.92,46,137.931,2.9985
60.94,46,137.885,2.9975
60.96,46.5,139.3837,2.9975
60.98,46.5,139.4303,2.9985
61,46.5,139.4303,2.9985
61.02,46,137.931,2.9985
61.04,46.5,139.4303,2.9985
61.06,46.5,139.4303,2.9985
61.08,46.5,139.4303,2.9985
61.1,45.5,136.3862,2.9975
61.12,46.5,139.4535,2.999
61.14,46.5,139.3837,2.9975
61.16,46.5,139.3837,2.9975
61.18,46,137.977,2.9995
61.2,46.5,139.4303,2.9985
61.22,46.5,139.3837,2.9975
61.24,46.5,139.4303,2.9985
61.26,46.5,139.3837,2.9975
61.28,46.5,139.4303,2.9985
61.3,46,137.954,2.999
61.32,45.5,136.3862,2.9975
61.34,45.5,136.4317,2.9985
61.36,45.5,136.4317,2.9985
61.38,45.5,136.4317,2.9985
61.4,46,137.931,2.9985
61.42,45.5,136.4317,2.9985
61.44,45.5,136.4317,2.9985
61.46,45.5,136.4317,2.9985
61.48,45.5,136.4545,2.999
61.5,46,137.931,2.9985
61.52,46,137.954,2.999
61.54,45.5,136.4317,2.9985
61.56,45.5,136.4317,2.9985
61.58,45.5,136.4545,2.999
61.6,46,137.954,2.999
61.62,45.5,136.4317,2.9985
61.64,45.5,136.4317,2.9985
61.66,45.5,136.4317,2.9985
61.68,45.5,136.4317,2.9985
61.7,37,110.9445,2.9985
61.72,37,110.9075,2.9975
61.74,37,110.9445,2.9985
61.76,37,110.9075,2.9975
61.78,37,110.9445,2.9985
61.8,37,110.9445,2.9985
61.82,37,110.9445,2.9985
61.84,37,110.963,2.999
61.86,37,110.9445,2.9985
61.88,37,110.9075,2.9975
61.9,37.5,112.4062,2.9975
61.92,37,110.9075,2.9975
61.94,37,110.9445,2.9985
61.96,37,110.9445,2.9985
61.98,37,110.9445,2.9985
62,37,110.9075,2.9975
62.02,37,110.9445,2.9985
62.04,37,110.9445,2.9985
62.06,37,110.9445,2.9985
62.08,37,110.9075,2.9975
62.1,37,110.9445,2.9985
62.12,37,110.9445,2.9985
62.14,37,110.963,2.999
62.16,37,110.963,2.999
62.18,37,110.963,2.999
62.2,37,110.9445,2.9985
62.22,37,110.9445,2.9985
62.24,37,110.963,2.999
62.26,37,110.9445,2.9985
62.28,37.5,112.4062,2.9975
62.3,37.5,112.4438,2.9985
62.32,37.5,112.4438,2.9985
62.34,37,110.9445,2.9985
62.36,37,110.9445,2.9985
62.38,37.5,112.4062,2.9975
62.4,37.5,112.4438,2.9985
62.42,37,110.9445,2.9985
62.44,37,110.9445,2.9985
62.46,37,110.9445,2.9985
62.48,37,110.9075,2.9975
62.5,37.5,112.4438,2.9985
62.52,37,110.9445,2.9985
62.54,37,110.963,2.999
62.56,37,110.963,2.999
62.58,36.5,109.4453,2.9985
62.6,37.5,112.4438,2.9985
62.62,37,110.9075,2.9975
62.64,37.5,112.4438,2.9985
62.66,40.5,121.4393,2.9985
62.68,40.5,121.4393,2.9985
62.7,49.5,148.4505,2.999
62.72,49.5,148.4258,2.9985
62.74,49.5,148.4258,2.9985
62.76,49,146.951,2.999
62.78,49.5,148.3763,2.9975
62.8,49.5,148.3763,2.9975
62.82,49.5,148.3763,2.9975
62.84,49,146.951,2.999
62.86,49,146.9265,2.9985
62.88,49,146.951,2.999
62.9,49,146.951,2.999
62.92,49,146.9265,2.9985
62.94,49,146.9265,2.9985
62.96,49,146.951,2.999
62.98,49,146.9265,2.9985
63,49,146.9265,2.9985
63.02,49,146.951,2.999
63.04,49,146.8775,2.9975
63.06,49,146.9265,2.9985
63.08,49.5,148.4505,2.999
63.1,49.5,148.4505,2.999
63.12,49,146.951,2.999
63.14,49,146.9265,2.9985
63.16,49,146.8775,2.9975
63.18,49.5,148.4258,2.9985
63.2,49.5,148.4258,2.9985
63.22,49.5,148.4258,2.9985
63.24,49,146.951,2.999
63.26,49,146.9265,2.9985
63.28,49,146.951,2.999
63.3,49.5,148.4505,2.999
63.32,49,146.951,2.999
63.34,49,146.9265,2.9985
63.36,49.5,148.4258,2.9985
63.38,49.5,148.4258,2.9985
63.4,49.5,148.4258,2.9985
63.42,49,146.8775,2.9975
63.44,49,146.951,2.999
63.46,49,146.9265,2.9985
63.48,49.5,148.4258,2.9985
63.5,49,146.9265,2.9985
63.52,49,146.8775,2.9975
63.54,49,146.9265,2.9985
63.56,49,146.9265,2.9985
63.58,49.5,148.4258,2.9985
63.6,49.5,148.4258,2.9985
63.62,49,146.9265,2.9985
63.64,49.5,148.4505,2.999
63.66,49,146.9265,2.9985
63.68,49.5,148.4258,2.9985
63.7,40.5,121.4393,2.9985
63.72,40,119.94,2.9985
63.74,40.5,121.4393,2.9985
63.76,40.5,121.3785,2.997
63.78,40.5,121.4393,2.9985
63.8,40.5,121.4393,2.9985
63.82,40.5,121.4595,2.999
63.84,40,119.94,2.9985
63.86,40.5,121.4595,2.999
63.88,40.5,121.3988,2.9975
63.9,40.5,121.4393,2.9985
63.92,40.5,121.4393,2.9985
63.94,40.5,121.4393,2.9985
63.96,40.5,121.4393,2.9985
63.98,38,113.943,2.9985
64,38,113.943,2.9985
64.02,37.5,112.4438,2.9985
64.04,37.5,112.4625,2.999
64.06,37,110.963,2.999
64.08,38,113.962,2.999
64.1,38,113.943,2.9985
64.12,37.5,112.4438,2.9985
64.14,38,113.943,2.9985
64.16,37.5,112.4438,2.9985
64.18,38,113.905,2.9975
64.2,38,113.943,2.9985
64.22,37.5,112.4438,2.9985
64.24,37.5,112.4438,2.9985
64.26,37.5,112.4062,2.9975
64.28,38,113.962,2.999
64.3,38,113.943,2.9985
64.32,37.5,112.4438,2.9985
64.34,37.5,112.4438,2.9985
64.36,37.5,112.4438,2.9985
64.38,38,113.943,2.9985
64.4,38,113.962,2.999
64.42,38,113.962,2.999
64.44,37.5,112.4438,2.9985
64.46,37.5,112.4625,2.999
64.48,38,113.943,2.9985
64.5,38,113.905,2.9975
64.52,37.5,112.4062,2.9975
64.54,37.5,112.4438,2.9985
64.56,37.5,112.4438,2.9985
64.58,38,113.943,2.9985
64.6,38,113.943,2.9985
64.62,37.5,112.4625,2.999
64.64,37.5,112.4438,2.9985
64.66,37.5,112.4625,2.999
64.68,37.5,112.4438,2.9985
64.7,46.5,139.4303,2.9985
64.72,46,137.885,2.9975
64.74,46.5,139.4303,2.9985
64.76,46,137.954,2.999
64.78,46.5,139.4535,2.999
64.8,46.5,139.4535,2.999
64.82,46.5,139.3837,2.9975
64.84,46,137.931,2.9985
64.86,46.5,139.4535,2.999
64.88,46.5,139.4303,2.9985
64.9,46.5,139.4535,2.999
64.92,46,137.931,2.9985
64.94,46.5,139.4303,2.9985
64.96,46.5,139.4303,2.9985
64.98,46.5,139.3837,2.9975
65,46.5,139.4303,2.9985
65.02,46.5,139.4303,2.9985
65.04,46.5,139.4303,2.9985
65.06,46.5,139.4535,2.999
65.08,46.5,139.4535,2.999
65.1,46.5,139.3837,2.9975
65.12,46.5,139.3837,2.9975
65.14,46.5,139.3837,2.9975
65.16,46.5,139.4303,2.9985
65.18,46.5,139.4535,2.999
65.2,46.5,139.4535,2.999
65.22,46,137.954,2.999
65.24,46.5,139.4535,2.999
65.26,46,137.931,2.9985
65.28,46.5,139.4303,2.9985
65.3,46.5,139.4303,2.9985
65.32,49.5,148.4258,2.9985
65.34,49,146.951,2.999
65.36,49,146.9265,2.9985
65.38,49,146.951,2.999
65.4,49.5,148.4753,2.9995
65.42,49,146.9265,2.9985
65.44,49,146.951,2.999
65.46,49,146.9265,2.9985
65.48,49,146.9265,2.9985
65.5,49,146.9265,2.9985
65.52,49,146.8775,2.9975
65.54,48,143.928,2.9985
65.56,49,146.8775,2.9975
65.58,49.5,148.4505,2.999
65.6,49.5,148.4258,2.9985
65.62,49,146.951,2.999
65.64,49,146.8775,2.9975
65.66,49,146.9265,2.9985
65.68,49.5,148.4505,2.999
65.7,40.5,121.4393,2.9985
65.72,39.5,118.4408,2.9985
65.74,40.5,121.4595,2.999
65.76,40.5,121.4393,2.9985
65.78,40.5,121.4393,2.9985
65.8,40.5,121.4393,2.9985
65.82,40,119.9,2.9975
65.84,40.5,121.4595,2.999
65.86,40,119.94,2.9985
65.88,40.5,121.3988,2.9975
65.9,40.5,121.4798,2.9995
65.92,40.5,121.4595,2.999
65.94,40.5,121.4393,2.9985
65.96,40,119.94,2.9985
65.98,40.5,121.4393,2.9985
66,40.5,121.3988,2.9975
66.02,40.5,121.4393,2.9985
66.04,40.5,121.4393,2.9985
66.06,40,119.96,2.999
66.08,40.5,121.4393,2.9985
66.1,40.5,121.3988,2.9975
66.12,40.5,121.4393,2.9985
66.14,40.5,121.4393,2.9985
66.16,40.5,121.4595,2.999
66.18,40.5,121.3988,2.9975
66.2,40,119.94,2.9985
66.22,40.5,121.4393,2.9985
66.24,40.5,121.4393,2.9985
66.26,40.5,121.3988,2.9975
66.28,40.5,121.4595,2.999
66.3,40.5,121.3988,2.9975
66.32,40,119.94,2.9985
66.34,40,119.9,2.9975
66.36,39.5,118.4408,2.9985
66.38,39.5,118.4012,2.9975
66.4,39.5,118.4408,2.9985
66.42,39.5,118.4408,2.9985
66.44,39.5,118.4605,2.999
66.46,39.5,118.4408,2.9985
66.48,39.5,118.4408,2.9985
66.5,39.5,118.4408,2.9985
66.52,39.5,118.4408,2.9985
66.54,40,119.9,2.9975
66.56,39.5,118.4408,2.9985
66.58,39.5,118.4408,2.9985
66.6,40,119.94,2.9985
66.62,39.5,118.4408,2.9985
66.64,39.5,118.4408,2.9985
66.66,39.5,118.4408,2.9985
66.68,39.5,118.4605,2.999
66.7,48,143.928,2.9985
66.72,48,143.952,2.999
66.74,48.5,145.4515,2.999
66.76,48,143.952,2.999
66.78,48.5,145.3788,2.9975
66.8,48.5,145.3788,2.9975
66.82,48,143.952,2.999
66.84,48,143.928,2.9985
66.86,48.5,145.4515,2.999
66.88,48.5,145.4273,2.9985
66.9,48.5,145.4273,2.9985
66.92,48,143.952,2.999
66.94,48.5,145.4515,2.999
66.96,48.5,145.4273,2.9985
66.98,49,146.8775,2.9975
67,48.5,145.4273,2.9985
67.02,47.5,142.4288,2.9985
67.04,48.5,145.4273,2.9985
67.06,48.5,145.4273,2.9985
67.08,48.5,145.4273,2.9985
67.1,48.5,145.4515,2.999
67.12,48.5,145.4273,2.9985
67.14,48.5,145.4515,2.999
67.16,48.5,145.4273,2.9985
67.18,48.5,145.4273,2.9985
67.2,48,143.928,2.9985
67.22,48.5,145.4273,2.9985
67.24,48.5,145.4273,2.9985
67.26,48.5,145.4273,2.9985
67.28,48.5,145.4273,2.9985
67.3,48.5,145.4515,2.999
67.32,48.5,145.4273,2.9985
67.34,48.5,145.4273,2.9985
67.36,48.5,145.4515,2.999
67.38,48.5,145.4273,2.9985
67.4,48.5,145.3788,2.9975
67.42,48.5,145.4515,2.999
67.44,48.5,145.3788,2.9975
67.46,48.5,145.4515,2.999
67.48,48.5,145.4515,2.999
67.5,48.5,145.4273,2.9985
67.52,48.5,145.4273,2.9985
67.54,46,137.885,2.9975
67.56,46,137.931,2.9985
67.58,46.5,139.4303,2.9985
67.6,46.5,139.4303,2.9985
67.62,46,137.931,2.9985
67.64,46,137.931,2.9985
67.66,46,137.931,2.9985
67.68,46.5,139.3837,2.9975
67.7,37.5,112.4438,2.9985
67.72,37.5,112.4438,2.9985
67.74,37.5,112.4438,2.9985
67.76,37.5,112.4062,2.9975
67.78,37.5,112.4438,2.9985
67.8,37.5,112.4062,2.9975
67.82,37.5,112.4625,2.999
67.84,37.5,112.4062,2.9975
67.86,37.5,112.4062,2.9975
67.88,37.5,112.4438,2.9985
67.9,37.5,112.4438,2.9985
67.92,37.5,112.4062,2.9975
67.94,37.5,112.4438,2.9985
67.96,37.5,112.4438,2.9985
67.98,37.5,112.4438,2.9985
68,37.5,112.4625,2.999
68.02,37.5,112.4438,2.9985
68.04,37.5,112.4438,2.9985
68.06,37.5,112.4438,2.9985
68.08,38,113.943,2.9985
68.1,37.5,112.4625,2.999
68.12,37.5,112.4625,2.999
68.14,37.5,112.4062,2.9975
68.16,37.5,112.4438,2.9985
68.18,37.5,112.4438,2.9985
68.2,37.5,112.3875,2.997
68.22,37.5,112.4062,2.9975
68.24,37.5,112.4438,2.9985
68.26,37.5,112.4062,2.9975
68.28,37.5,112.4062,2.9975
68.3,37.5,112.4438,2.9985
68.32,37.5,112.4438,2.9985
68.34,37.5,112.4625,2.999
68.36,37.5,112.4438,2.9985
68.38,37.5,112.4438,2.9985
68.4,37.5,112.4438,2.9985
68.42,37.5,112.4062,2.9975
68.44,37.5,112.4438,2.9985
68.46,37.5,112.4625,2.999
68.48,37.5,112.4625,2.999
68.5,37,110.9445,2.9985
68.52,37.5,112.4438,2.9985
68.54,37.5,112.4438,2.9985
68.56,37.5,112.4438,2.9985
68.58,37.5,112.4438,2.9985
68.6,37.5,112.4438,2.9985
68.62,37.5,112.4438,2.9985
68.64,37.5,112.4438,2.9985
68.66,37.5,112.4062,2.9975
68.68,37,110.9445,2.9985
68.7,46,137.931,2.9985
68.72,46,137.931,2.9985
68.74,46,137.954,2.999
68.76,46,137.885,2.9975
68.78,46,137.931,2.9985
68.8,46,137.885,2.9975
68.82,46,137.931,2.9985
68.84,46,137.954,2.999
68.86,49,146.9265,2.9985
68.88,49,146.9265,2.9985
68.9,49,146.9265,2.9985
68.92,49,146.951,2.999
68.94,49,146.951,2.999
68.96,49,146.951,2.999
68.98,49,146.951,2.999
69,49,146.951,2.999
69.02,49,146.951,2.999
69.04,49,146.9265,2.9985
69.06,49,146.8775,2.9975
69.08,49,146.8775,2.9975
69.1,49,146.9265,2.9985
69.12,49,146.9265,2.9985
69.14,49,146.9265,2.9985
69.16,49,146.951,2.999
69.18,49.5,148.4258,2.9985
69.2,49,146.8775,2.9975
69.22,49,146.9265,2.9985
69.24,49,146.8775,2.9975
69.26,49,146.9265,2.9985
69.28,49,146.9265,2.9985
69.3,49,146.951,2.999
